complaint_text,sector
"Attention: Paddy crops affected by pest attack, need support - severe issue for many days - please resolve asap",Agriculture
Street is damaged and difficult for vehicles - major issue for many days - cheppandi emi chestaru,Roads
Aadhaar update facility not available at office - repeated issue for many days,Other
Mid-day meal quality is poor and insufficient - major issue for a month,Education
Tap water is muddy and smells bad - frequent issue today - requesting help,Water
Kindly note: Drunken driving at night causing danger - serious issue since yesterday,PublicSafety
"Stray dogs attacking people, need control measures - major issue for a month - plz solve asap",Health
Need new ration card application processed quickly - urgent issue regularly,Other
Frequent power cuts disturbing daily life - minor issue since last week,Electricity
Sewage water overflowing on the street,Sanitation
Fertilizer subsidy not credited to farmers - severe issue for a month,Agriculture
Irregular water supply causing problems,Water
Seeds not available on time for farmers - frequent issue for the past few days - please fix,Agriculture
Complaint: Medicines not available in government hospital pharmacy - serious issue since last week,Health
Garbage not collected for many days,Sanitation
Delay in pension disbursement for senior citizens - frequent issue regularly - kripya isko thik karein,Other
Need new ration card application processed quickly - kripya isko thik karein,Other
Hospital toilets unhygienic and unusable - repeated issue since last week,Health
Pipeline leakage flooding the street - please resolve,Water
Attention: Transformer making unusual noise and sparking - repeated issue for a month,Electricity
Voltage fluctuations damaging appliances - major issue for a month,Electricity
Hospital toilets unhygienic and unusable - serious issue today - plz solve asap,Health
Attention: Footpath broken and dangerous for pedestrians - severe issue for many days,Roads
 Irrigation water not reaching the fields - minor issue today,Agriculture
Electric pole leaning dangerously and may fall - severe issue since yesterday - kripya,Electricity
Chain snatching incidents reported in the area - serious issue today,PublicSafety
School needs more benches and fans - severe issue today,Education
Medicines not available in government hospital pharmacy - repeated issue since last week - please resolve asap,Health
Kindly nevere: Fertilizer subsidy not credited to farmers - severe issue for many days,Agriculture
Sewage water overflowing on the street - urgent issue for many days,Sanitation
Irrigation water not reaching the fields - serious issue for a month - cheppandi emi chestaru,Agriculture
Irregular water supply causing problems - serious issue regularly,Water
Teachers absent regularly and classes not held - severe issue since last week,Education
Electric pole leaning dangerously and may fall - serious issue for many days,Electricity
Overhead water tank leaking heavily - minor issue regularly,Water
Fertilizer subsidy not credited to farmers - frequent issue regularly - requesting help,Agriculture
Attention: Divider damaged and unsafe for traffic,Roads
Aadhaar update facility not available at office - repeated issue since yesterday - kripya isko thik karein,Other
Complaint: Seeds not available on time for farmers - severe issue today,Agriculture
Crop insurance claim pending for a long time,Agriculture
Sewage water overflowing on the street - serious issue since yesterday - plz solve asap,Sanitation
No proper drinking water facility in school - severe issue regularly,Education
